Date,HML,SG,SV,BG,BV,MOM,SL,SH,BL,BH
200406,1.18,3.1125,4.3401,1.5136,2.6548,2.05,2.65,4.66,1.57,3.66
200407,3.24,-9.4967,-5.2013,-4.3756,-2.1818,-2.29,-7.67,-7.61,-2.46,-7.09
200408,0.97,-2.2001,-0.6391,-0.282,0.1024,-1.59,-0.46,-2.33,0.62,-0.7
200409,0,5.5244,3.6371,0.8519,2.7342,5.49,3.24,7.43,-0.72,6.08
200410,-0.22,2.7869,1.2476,1.5958,2.6893,-1.38,2.77,0.89,2.63,1.76
200411,1.41,8.5101,8.7784,3.7051,6.2587,3.16,8.24,9.97,2.19,6.79
200412,-0.22,4.4048,3.7097,3.5207,3.7746,-2.87,5.7,3.11,4.51,1.36
200501,2.06,-5.3911,-2.663,-3.0957,-1.7037,3.05,-6.84,-2.38,-3.56,-1.92
200502,1.54,0.7712,2.804,2.1229,3.1604,3.37,0.25,3.6,0.87,4.26
200503,2.04,-4.154,-1.4772,-1.2856,0.1157,0.41,-3.31,-3.2,-2.36,-1.66
200504,0.07,-6.3511,-5.7186,-1.7369,-2.2342,-0.69,-7.3,-6.15,-1.33,-3.86
200505,-0.64,7.498,5.7183,3.6683,4.1685,0.45,6.62,7.29,3.87,4.09
200506,2.83,2.7806,4.7555,-0.7926,2.8856,2.05,3.31,4.05,-0.36,3
200507,-0.79,6.9998,5.9866,4.5699,3.9961,0.06,7.24,6.49,3.91,4.79
200508,1.32,-2.2529,-1.2413,-1.2405,0.3806,2.08,-2.07,-0.75,-1.6,1.24
200509,0.71,0.3822,0.2636,0.3871,1.9333,3.43,-1.09,1.73,-0.6,3.45
200510,0.42,-3.9638,-2.2453,-1.2382,-2.1076,-1.39,-3.44,-3.06,0.13,-3.03
200511,-1.16,5.1198,4.0298,4.1346,2.8948,0.35,4.82,5.18,3.51,3.86
200512,0.2,0.0933,-0.323,-0.729,0.0853,0.77,-0.05,0.06,-0.39,1.05
200601,1.08,8.5807,8.1654,1.8137,4.3913,2.53,8.51,10.83,2.83,5.57
200602,-0.34,-0.5483,-0.5208,-0.0917,-0.804,-1.84,-0.43,-1.19,0.93,-2.01
200603,0.6,4.0319,5.3598,1.6908,1.5704,1.26,3.25,5.32,2.23,2.69
200604,2.34,-0.5657,0.8286,0.0059,3.2858,0.64,-0.35,0.79,0.99,1.13
200605,2.41,-7.6554,-4.0432,-2.9029,-1.6874,-3.7,-4.13,-6.95,-1.02,-5.6
200606,0.85,-0.7189,0.0187,-0.1141,0.8541,1.54,-2.29,-0.57,-0.68,0.68
200607,2.6,-5.8879,-2.1527,-0.7869,0.6862,-2.12,-3.69,-5.11,0.32,-2.5
200608,-2.06,3.4981,2.5223,3.3106,0.1641,-3.38,4.55,1.65,4.16,0.3
200609,0.08,0.8236,1.3171,2.5161,2.1895,-0.96,1.62,0.68,3.08,2.1
200610,-0.31,6.1777,4.5665,3.3829,4.3813,-0.2,6.22,5.57,3.98,4.23
200611,0.14,2.5686,2.7404,1.8462,1.9554,-1.03,3.72,2.41,3.06,2.31
200612,2.73,-0.5996,2.0235,0.3481,3.1865,0.79,0.23,0.71,-0.06,1.03
200701,-0.68,2.5527,1.9196,1.9159,1.1933,0.24,2.04,2.1,1.96,2.38
200702,-0.14,-0.1024,-1.0489,-1.9498,-1.2836,-1.35,-0.03,-0.69,-0.57,-2.62
200703,-0.97,1.7726,0.3487,0.8422,0.333,2.56,0.09,1.88,-0.44,2.9
200704,-1.45,2.8135,0.9535,4.8417,3.7988,-0.24,1.96,2.77,5.1,3.81
200705,-0.65,4.5063,3.1037,3.2198,3.3277,-0.34,4.11,2.93,3.54,4.05
200706,-1.05,-0.5887,-1.6191,-1.1139,-2.1834,0.51,-1.83,-0.86,-1.55,-1.5
200707,-3.71,-4.8084,-8.2207,-1.4022,-5.4141,2.94,-7.64,-4.92,-4.73,-1.57
200708,-1.86,1.5001,-0.6619,1.5856,0.0271,0.1,1.28,1.12,1.83,2.2
200709,-2.21,2.5885,0.0934,4.9638,3.0316,4.63,-0.41,4.12,1.54,6.26
200710,-2.98,3.5844,0.1482,3.1527,0.6368,5.02,-0.95,3.89,-1.3,3.9
200711,-0.94,-7.5145,-7.9013,-3.1057,-4.5989,0.99,-8.29,-8,-6.11,-4.43
200712,-0.55,0.1682,-0.9297,-0.4386,-0.4388,6.63,-2.37,1.02,-7.42,2.45
200801,3.97,-8.5654,-3.9366,-7.1977,-3.8873,-7.75,-3.11,-10.69,-1.27,-9.19
200802,-0.84,-4.6707,-3.9608,-2.11,-4.4916,6.1,-6.04,-2.49,-9.45,-0.78
200803,0.3,-2.1235,0.1903,0.6612,-1.0498,4.27,-2.5,-0.91,-6.76,0.18
200804,-0.94,4.7454,1.5267,3.7378,5.0753,-0.31,2.86,4.59,8.75,6.4
200805,-1.43,5.515,3.0015,2.3412,1.9916,3.31,3.95,4.88,-2.8,2.89
200806,-2.71,-7.2838,-8.8965,-7.0126,-10.8237,12.75,-15.67,-5.17,-19.33,-4.34
200807,5.42,2.2876,5.2999,-1.0748,6.751,-5.13,5.06,1.95,3.55,-3.6
200808,1.59,3.1047,7.0479,1.4728,0.7139,-4.02,7.45,0.64,1.21,-0.04
200809,5.91,-11.096,-6.9905,-9.78,-2.057,0.28,-9.83,-9.94,-12.16,-11.49
200810,-2.3,-22.1126,-20.5932,-15.4972,-21.6172,7.85,-25.73,-19.18,-23.81,-14.67
200811,-6.31,-11.7044,-14.3367,-6.2057,-16.1953,7.17,-17.18,-9.75,-14.47,-7.56
200812,0.14,4.9088,5.3899,1.7,1.5085,-5.09,9.69,4.53,4.88,-0.15
200901,-11.29,-7.8913,-16.0718,-5.3342,-19.7425,-2.18,-7.83,-12.2,-7.85,-7.86
200902,-6.95,-9.8277,-15.0774,-7.9555,-16.6032,4.41,-16.03,-12.03,-13.84,-9.04
200903,3.47,9.1856,11.0487,8.3258,13.4126,-11.87,18.58,7.65,18.68,5.88
200904,5.36,16.4844,18.304,7.9415,16.8494,-34.3,46.43,9,33.61,2.44
200905,0.28,3.8848,2.4796,4.5172,6.4772,-12.49,14.92,1.3,14.37,3.02
200906,-2.73,5.4172,0.7106,0.8703,0.114,5.48,-0.56,3.15,-6.01,1.25
200907,4.83,6.9131,13.3715,6.7746,9.9829,-5.55,14.39,8.07,11,6.22
200908,7.63,1.0155,8.1775,1.7045,9.8001,-9.07,11.53,-0.29,8.49,2.18
200909,1.05,6.3176,7.5882,3.4573,4.2793,-4.79,10.82,4.88,6.9,3.26
200910,-4.21,-6.9838,-9.3918,-0.4418,-6.4484,2.61,-7.98,-8.49,-7.07,-1.34
200911,-0.34,2.0214,4.1189,6.6381,3.8618,0.3,2.23,3.26,6.28,5.86
200912,-0.17,8.4759,8.368,1.9456,1.7169,3.01,8.67,9.71,-0.46,4.52
201001,0.43,-3.7834,-2.6952,-4.2125,-4.4504,-5.4,-0.76,-4.59,-0.23,-7.19
201002,3.23,3.3733,7.4667,3.058,5.4191,3.74,2.99,6.59,1.54,5.43
201003,2.21,7.016,8.9514,5.2329,7.7161,3.76,8.24,9.53,4.44,10.66
201004,2.89,3.9334,9.2912,0.852,1.2645,3.16,5.81,8.39,1.04,4.78
201005,-2.44,-5.9602,-10.3776,-7.3779,-7.8501,-0.25,-7.92,-7.97,-7.74,-8.19
201006,-4.7,-5.7705,-10.8899,-4.4235,-8.7076,-2.76,-7.48,-10.42,-4.2,-6.77
201007,-0.31,6.7892,7.2318,6.7418,5.6834,1.88,6.07,9.01,7.29,8.11
201008,-1.9,-7.1839,-8.6118,-4.0632,-6.4365,-0.06,-7.84,-7.21,-4.07,-4.81
201009,-3.16,14.0566,10.9568,10.0755,6.851,1.41,13.31,13.5,8.8,11.44
201010,-2.43,4.4548,3.6404,4.5444,0.5078,1.58,3.44,4.48,2.14,4.26
201011,-0.96,3.7202,3.3312,0.5094,-1.0253,2.66,2.44,4.63,-0.39,2.74
201012,3.7,7.3101,9.4636,4.9391,10.1774,-3.03,10.99,7.31,7.97,5.59
201101,0.83,-0.4753,0.3442,2.0293,2.8643,-0.29,-0.66,0.45,2.72,1.03
201102,1.27,5.1047,5.6043,2.5012,4.5472,1.99,3.68,6.05,1.75,3.37
201103,-1.83,3.3477,1.4611,0.1939,-1.5739,3.4,-0.3,4.32,-0.82,1.35
201104,-2.43,3.2935,1.0561,3.7506,1.1332,0.04,1.61,2.13,2.88,2.45
201105,-2.12,-1.4039,-3.1974,-0.5623,-3,-0.62,-2.13,-2.06,-0.58,-1.89
201106,-0.42,-1.7945,-1.8913,-1.4636,-2.2103,1.78,-3.63,-1.6,-2.58,-1.06
201107,-0.9,-4.5439,-3.0352,-0.7561,-4.059,0.18,-4.34,-3.12,-1.5,-2.35
201108,-2.36,-9.3769,-9.7399,-3.9976,-8.3585,-0.28,-10.04,-9.96,-6.36,-6.99
201109,-1.72,-11.1092,-10.8019,-6.3705,-10.1269,-2.42,-10.87,-13.43,-7.43,-9.72
201110,0.1,15.6782,13.1351,9.8325,12.5813,-1.43,15.7,17.53,14.73,10.04
201111,-0.46,-1.8363,-0.1686,-0.0524,-2.6363,3.84,-2.58,0.28,-4.02,0.79
201112,1.63,-0.5702,1.1746,-0.1342,1.38,1.81,-0.38,0.15,-2.57,0.51
201201,-0.97,8.2691,5.8503,5.4881,5.9724,-7.91,11.93,6.47,12.92,2.55
201202,0.43,3.4368,2.9373,4.63,5.9852,-0.29,3.28,3.81,5.59,4.48
201203,1.14,2.4245,3.0831,3.696,5.3242,1.3,1.82,3.02,2.77,4.17
201204,-0.78,-1.4451,-0.9131,-0.4648,-2.5525,3.75,-3.31,-0.55,-4.45,0.3
201205,-1.07,-6.5422,-6.2397,-5.4838,-7.9175,6.49,-10.17,-5.18,-12.13,-4.13
201206,0.62,5.7104,4.7887,2.9353,5.0942,-1.06,6.05,4.16,3.38,3.15
201207,-0.02,-3.3857,-1.7068,1.2935,-0.4303,3.04,-4.24,-0.34,-0.67,1.51
201208,1.3,3.2884,3.7404,2.3725,4.5117,-2.37,4.89,3.33,4.46,1.28
201209,1.6,3.2688,4.1139,1.9087,4.2734,-1.14,4.14,3.63,4.26,2.49
201210,3.59,-4.043,-0.8733,-2.4805,1.5199,0.14,-3.26,-0.95,-0.37,-2.41
201211,-0.84,1.0919,0.8674,1.1244,-0.3317,0.49,1.08,0.79,-0.21,1.05
201212,3.51,2.6308,4.4199,-0.1907,5.0406,-2.86,4.94,2.65,3.84,0.41
201301,0.96,6.8825,5.8106,4.4787,7.469,-1.79,6.25,6.73,7.57,3.51
201302,0.11,1.0361,1.3242,1.3647,1.3,1.29,0.88,1.48,-0.36,1.63
201303,-0.19,5.1794,4.5439,3.7607,4.0252,1.92,3.98,6.27,3.64,5.21
201304,0.45,-0.7799,-0.1701,1.8584,2.1417,0.22,-0.28,-0.16,1.49,1.8
201305,2.63,5.0181,5.199,1.9508,7.0326,-2.02,7.68,4.8,3.57,2.41
201306,0.03,-0.2285,-0.1188,-1.7702,-1.8251,0.52,-0.24,0.59,-2.65,-2.44
201307,0.57,7.38,7.8817,5.6309,6.2744,1.76,7.22,8.42,4.76,7.08
201308,-2.69,-1.0563,-3.8395,-1.7433,-4.3434,0.02,-3.2,-2.41,-2.25,-3.01
201309,-1.22,6.3876,5.6102,4.0527,2.3976,3.06,5.01,7.53,1.9,5.49
201310,1.25,1.0547,3.946,4.1757,3.7778,0.08,2.16,2.08,3.46,3.7
201311,0.32,5.2474,4.5237,3.2912,4.657,0.44,4.75,4.62,2.45,3.46
201312,-0.02,1.8901,1.8888,2.1376,2.0897,0.02,2.93,2.87,2.87,2.97
201401,-2.07,-0.1005,-3.6886,-3.3492,-3.8951,1.71,-2.76,-2.64,-4.97,-1.67
201402,-0.31,4.0185,5.1966,5.0204,3.2149,2.07,4.05,5.44,3.94,6.69
201403,4.93,-3.4318,1.3785,-0.5888,4.4634,-3.29,0.59,-1.26,2.14,-2.58
201404,1.17,-6.3726,-2.74,0.3706,-0.9228,-3.89,-2.52,-5.35,2.6,-2.34
201405,-0.13,-0.6871,0.0861,2.459,1.4194,0.87,0.55,-0.45,0.7,3.46
201406,-0.7,7.1987,4.4407,1.643,3.0089,0.69,5.24,6.25,2.59,2.95
201407,0.03,-6.3824,-5.4594,-1.4006,-2.2657,-0.12,-6.43,-5.91,-0.61,-1.37
201408,-0.45,5.0712,4.5295,4.7978,4.438,0.82,3.94,5.51,4.24,4.31
201409,-1.34,-4.7302,-6.439,-0.9312,-1.9052,0.5,-6.54,-5.73,-1.87,-1.68
201410,-1.81,7.5086,5.2151,2.8233,1.499,-0.06,5.69,4.77,1.37,2.17
201411,-3.09,1.7865,-1.0665,3.7087,0.3802,0.69,-0.59,0.26,2.84,3.36
201412,2.27,2.0778,3.2662,-1.3474,2.0002,1.12,1.49,2.65,-1.82,-0.74
201501,-3.58,-2.8575,-5.1879,-1.5607,-6.3993,3.84,-7.42,-1.61,-3.3,-1.42
201502,-1.86,7.6759,5.0056,6.4876,5.4379,-2.82,9.28,5.83,7.74,5.56
201503,-0.37,2.0451,1.1345,-1.3767,-1.2115,2.74,-0.61,2.55,-2.95,-0.63
201504,1.82,-3.2024,-0.7281,0.3415,1.5106,-7.27,3.07,-4.27,5.89,-1.31
201505,-1.14,2.8938,0.881,1.2186,0.9607,5.82,-0.95,4.54,-2.95,3.21
201506,-0.79,2.7223,0.6035,-1.8323,-1.2916,3.01,-0.84,2.34,-3.82,-0.98
201507,-4.13,-0.2299,-5.6037,2.9657,0.08,9.98,-8.72,0.34,-7.38,3.51
201508,2.77,-9.3032,-3.3404,-6.1721,-6.588,-2.09,-4.7,-6.74,-4.21,-6.35
201509,0.56,-7.8251,-4.7172,-2.2242,-4.2145,5.22,-11.9,-4.76,-5.79,-2.49
201510,-0.46,5.0061,5.7017,8.0276,6.4103,-3.28,8.8,4.26,8.7,6.68
201511,-0.42,5.6571,3.6571,0.5054,1.6709,2.28,3.01,4.79,-2,0.77
201512,-2.61,-3.8734,-6.8243,-1.306,-3.573,3.36,-6.63,-5.04,-5.69,-0.55
201601,2.09,-14.1147,-6.9269,-5.1637,-8.1763,1.44,-12.29,-10.1,-6.02,-5.32
201602,-0.57,-0.7099,0.378,0.0215,-2.2142,-4.38,3.21,-1.81,1.7,-2.04
201603,1.19,7.7058,8.4662,6.576,8.2047,-5.01,12.88,6.2,9.36,6.01
201604,3.28,2.6434,3.8478,-0.6295,4.7317,-6.02,6.68,1.92,6.73,-0.54
201605,-1.66,2.329,0.5247,2.1877,0.6654,1.42,-0.03,1.69,1.09,2.22
201606,-1.48,0.2961,-0.0412,0.0131,-2.6015,4.13,-1.88,0.71,-3.26,2.43
201607,-1.32,7.0391,5.674,4.951,3.6762,-3.34,7.49,5.05,7.3,3.07
201608,3.18,1.3009,3.2507,-0.5452,3.8652,-3.49,3.61,0.62,2.89,-1.1
201609,-1.24,3.2742,1.6892,0.4472,-0.4406,0.19,2.57,1.79,-0.77,0.39
201610,4.09,-8.1473,-3.0228,-1.9605,1.0938,0.6,-7.36,-4.87,-1.35,-2.65
201611,8.21,9.14,14.9658,1.943,12.5388,-4.62,11.6,10.12,9.53,1.77
201612,3.53,-0.4427,4.4845,1.3517,3.4784,-0.26,1.75,1.2,1.22,1.25
201701,-2.75,1.9775,-0.7168,3.221,0.4064,-0.93,1.91,0.59,2.38,1.83
201702,-1.67,3.3431,0.2891,4.2757,3.9975,-1.65,2.88,0.98,4.2,2.8
201703,-3.35,2.3122,-0.6854,1.1103,-2.5873,-1.02,1.52,-0.29,-0.13,-0.36
201704,-2.13,1.9398,0.6314,2.0535,-0.8974,0.48,0.51,1.07,0.55,0.94
201705,-3.78,-0.8419,-3.8611,2.8958,-1.6445,1.48,-2.78,-2.58,0.05,2.81
201706,1.48,4.8044,3.4308,-0.1294,4.2068,-0.09,3.84,4.51,1.14,0.28
201707,-0.31,0.7577,0.4835,2.4747,2.1367,1.68,-0.12,1.24,1.53,3.53
201708,-2.09,-0.6132,-2.3451,1.2816,-1.1635,3.26,-3.37,-0.44,-2.19,1.41
201709,3.14,5.4339,8.3452,1.3508,4.7097,-1.32,7.52,7.07,3.75,1.56
201710,0.2,0.3608,1.0223,3.1204,2.862,4.27,-2.06,1.39,-0.76,4.34
201711,-0.03,2.7002,2.7467,3.3219,3.2153,-0.87,3.32,2.88,4.6,3.3
201712,0.06,0.8682,0.0149,0.9774,1.9459,-1.54,0.94,0.94,3.36,0.29
201801,-1.29,3.1384,1.8311,6.4964,5.2253,4.05,1.75,3.98,2.64,8.52
201802,-1.04,-3.0809,-3.7185,-2.5676,-4.0181,3.58,-5.3,-3.38,-6.96,-1.72
201803,-0.21,1.3872,1.9283,-2.3567,-3.3156,-1.13,0.37,0.39,-0.66,-2.93
201804,0.54,1.2051,2.3998,0.6215,0.5007,0.36,2.14,1.12,-1.09,0.64
201805,-3.2,8.0065,5.7014,3.8065,-0.2962,3.89,5.63,9.07,-0.45,3.88
201806,-2.34,2.8798,0.605,1.0986,-1.2985,-2.35,2.37,1.1,3.07,-0.37
201807,0.47,1.4069,1.0674,3.3445,4.6186,-1.41,1.27,1.35,4.63,1.73
201808,-3.94,5.7312,2.3584,5.3229,0.8061,5.29,2.72,6.39,0.75,7.66
201809,-1.7,-1.745,-2.8136,0.6155,-1.7224,0.04,-2.01,-2.43,0.23,0.72
201810,3.4,-13.326,-9.23,-8.2352,-5.528,-1.99,-11.76,-12.03,-5.54,-9.25
201811,0.3,1.0429,0.843,1.4647,2.2556,-1.37,2.65,0.84,0.79,-0.15
201812,-1.84,-12.1073,-12.6292,-8.4193,-11.5847,2.11,-14.21,-11.35,-9.91,-8.57
201901,-0.46,12.898,11.0416,8.2064,9.1348,-8.68,17.8,8.94,16.04,7.55
201902,-2.67,6.4494,3.6335,3.7318,1.2013,0.86,4.97,5.41,2.73,4.01
201903,-4.17,-0.6693,-4.3414,2.7699,-1.8982,2.21,-3.34,-1.39,0.08,2.54
201904,2.15,2.3065,3.2851,4.0073,7.3301,-2.97,3.49,1.48,6.41,2.49
201905,-2.37,-7.1289,-9.942,-6.3698,-8.2928,7.56,-12.62,-5.92,-13.28,-4.85
201906,-0.71,8.259,6.4698,7.0754,7.4528,-2.3,7.81,7.45,10.69,6.45
201907,0.48,-0.7976,-0.621,1.8103,2.5952,2.89,-3.13,2.46,0.59,0.78
201908,-4.78,-4.1984,-8.0669,-1.0204,-6.7096,6.92,-8.94,-3.58,-8.28,0.2
201909,6.75,-2.4907,5.5525,0.3214,5.7834,-6.81,5.79,-2.04,5.59,-0.21
201910,-1.91,4.4627,0.6591,2.6102,2.5924,0.15,0.16,3.47,3.76,0.75
201911,-2.02,6.1075,3.5075,4.3949,2.9569,-2.66,4.76,3.63,6.79,2.6
201912,1.75,2.7577,4.7567,2.757,4.2651,-1.77,6.11,3.47,3.86,2.95
202001,-6.25,-1.8502,-8.2098,1.6837,-4.4505,5.98,-7.21,-1.6,-4.34,2.01
202002,-3.81,-6.1507,-9.9821,-7.0477,-10.8278,-0.4,-8.98,-7.64,-5.74,-7.89
202003,-13.87,-18.6226,-28.1282,-8.9985,-27.2267,7.97,-25.62,-22.79,-24.39,-11.28
202004,-1.33,18.3099,15.6298,14.3817,14.3994,-5.23,24.41,18.38,17.18,12.75
202005,-4.88,11.2651,4.2357,6.058,3.329,0.43,8.44,7.22,3.47,5.54
202006,-2.2,5.446,3.5082,3.5334,1.0651,-0.73,5.38,5.21,4.86,3.56
202007,-1.41,1.8239,2.6398,7.2846,3.6557,7.61,-0.06,4.79,-3,7.37
202008,-2.97,7.1723,5.364,9.4568,5.3281,0.55,7.88,4.91,5.11,9.17
202009,-2.71,-0.5582,-5.8567,-4.1638,-4.2792,3.12,-6.21,-1.77,-6.11,-4.3
202010,4.25,0.6958,6.2713,-2.8696,0.0648,-3.05,5.65,2.2,0.01,-2.64
202011,2.09,23.143,19.5801,10.4738,18.2128,-12.43,26.95,18.06,26.11,10.13
202012,-1.51,12.7199,8.3908,4.4523,5.7596,-2.32,11.08,8.8,6.42,4.05
202101,3.01,5.8871,10.6155,-0.5979,0.6935,4.5,5.1,14.08,0.71,0.74
202102,7.15,5.848,9.3267,0.3563,11.1704,-7.89,12.81,6.9,9.57,-0.3
202103,7.39,-2.7043,7.1684,2.3154,7.23,-6.14,4.87,-0.12,6.81,-0.48
202104,-0.95,2.563,1.262,6.0793,5.484,1.16,0.42,1.72,3.74,4.75
202105,7.09,-1.6461,6.048,-1,5.4886,0.88,-0.2,2.36,-0.21,-1.01
202106,-7.87,5.5321,-1.3894,4.8194,-3.9974,2.2,1.94,4.35,1.31,3.3
202107,-1.78,-5.5669,-3.7119,3.1122,-2.3,-2.28,-3.42,-5.27,2.26,-0.45
202108,-0.15,2.4939,2.734,3.5727,3.0371,2.45,0.79,2.63,1.86,4.91
202109,5.08,-4.4684,0.5032,-5.449,-0.2526,1.49,-3.02,-1.91,-5.09,-3.21
202110,-0.49,2.9734,3.7682,8.0178,6.2388,3.19,1.61,4.33,4.23,7.89
202111,-0.45,-7.0132,-3.8005,-0.3202,-4.4293,0.88,-6.29,-3.9,-2.89,-3.52
202112,3.26,-0.0285,4.4087,2.5978,4.6821,-2.6,2.45,1.98,4.69,-0.04
202201,12.75,-13.3275,-1.0049,-7.9548,5.2226,-2.6,-10,-10.06,-2.33,-7.46
202202,3.08,-0.0313,2.2397,-3.559,0.3395,1.76,-0.52,2.53,-1.92,-1.44
202203,-1.81,1.7907,0.558,4.3282,1.9377,3.01,0.44,1.59,-0.19,4.7
202204,6.17,-13.5306,-5.5778,-10.5957,-6.2179,4.87,-14.57,-7.3,-12.22,-9.74
202205,8.39,-4.3725,4.1366,-2.6268,5.6393,2.43,-2.66,1.69,-0.93,-0.43
202206,-5.97,-4.3114,-11.2091,-7.2574,-12.2993,0.75,-7.43,-10.18,-11.59,-7.35
202207,-4.05,13.4327,8.7729,11.4394,7.9956,-3.95,11.88,9.75,14.48,8.7
202208,0.29,0.2894,-2.262,-4.7149,-1.5765,2.04,-1.31,0.27,-4.18,-1.66
202209,0.05,-9.3432,-9.7753,-9.1189,-8.5881,3.51,-11.3,-8.72,-11.82,-7.37
202210,8.01,7.279,13.7999,5.4711,14.965,3.96,7.93,13.42,7.53,9.96
202211,1.38,-0.5107,2.5274,5.1241,4.838,-1.98,1.3,1.92,7.44,2.86
202212,1.37,-5.91,-5.3959,-7.1702,-4.9538,4.55,-7.44,-5.14,-10.18,-3.4
202301,-4.01,13.897,8.1936,7.4992,5.1759,-16.01,19.36,5.48,18.35,0.2
202302,-0.81,-2.4126,-1.7028,-1.3885,-3.7135,0.15,-4.44,-1.51,-0.97,-3.6
202303,-8.85,-3.4709,-9.1162,6.7317,-5.3232,-2.47,-6.34,-4.58,7.64,0.93
202304,-0.04,-1.2652,-2.5277,1.0381,2.2148,1.62,-3,-1.46,0.42,2.12
202305,-7.72,0.8681,-4.2857,3.9763,-6.3029,-0.63,-0.44,0.81,5.02,2.51
202306,-0.26,7.5959,8.0918,7.1436,6.1311,-2.37,7.9,6.74,10.94,7.35
202307,4.11,5.133,9.2635,2.9021,6.9958,-3.98,9.82,4.82,5.37,2.4
202308,-1.06,-7.8268,-5.3284,-0.8988,-5.5092,3.77,-7.89,-4.38,-5.19,-1.16
202309,1.52,-6.8099,-6.0807,-5.4008,-3.0848,0.26,-8.18,-6.98,-4.75,-5.44
202310,0.19,-9.1193,-6.2047,-1.796,-4.3317,1.73,-8,-7.48,-4.7,-1.76
202311,1.65,9.8575,10.4886,9.5549,12.2209,2.72,9.15,11.27,7.92,11.24