DATE,DGS10,DGS5,DGS1,BAA,AAA,CORESTICKM159SFRBATL,UNRATE,INDPRO,TERM,CURVE,DEFAULT,INFLATION
1988-06-30,,,,11.0,9.86,4.685384324,5.4,61.1697,,,-1.1400000000000006,0.11523973213673822
1988-07-31,,,,11.11,9.96,4.712055892,5.4,61.1749,,,-1.1499999999999986,0.12305035124749653
1988-08-31,,,,11.21,10.11,4.685749317,5.6,61.4851,,,-1.1000000000000014,0.09036294675222623
1988-09-30,,,,10.9,9.82,4.73102913,5.4,61.2844,,,-1.08,0.09761461699079876
1988-10-31,,,,10.41,9.51,4.616281806,5.4,61.5595,,,-0.9000000000000004,0.061008697372606946
1988-11-30,,,,10.48,9.45,4.751873732,5.3,61.7128,,,-1.0300000000000011,0.09651948795437493
1988-12-31,,,,10.65,9.57,4.798725378,5.3,61.9983,,,-1.08,0.1091347617425309
1989-01-31,,,,10.65,9.62,4.756783262,5.4,62.1789,,,-1.0300000000000011,0.08169212852263241
1989-02-28,,,,10.61,9.64,4.792426849,5.2,61.9074,,,-0.9699999999999989,0.08849311390133208
1989-03-31,,,,10.67,9.8,4.760352769,5.0,62.0592,,,-0.8699999999999992,0.0669819951534456
1989-04-30,,,,10.61,9.79,4.627130987,5.2,62.0424,,,-0.8200000000000003,0.05296026771633544
1989-05-31,,,,10.46,9.57,4.751380664,5.2,61.6948,,,-0.8900000000000006,0.06659081890391061
1989-06-30,,,,10.03,9.1,4.753801306,5.3,61.6915,,,-0.9299999999999997,0.014496627747924595
1989-07-31,,,,9.87,8.93,4.905247602,5.2,61.0978,,,-0.9399999999999995,0.04018126334516392
1989-08-31,,,,9.88,8.96,4.865522153,5.2,61.6949,,,-0.9199999999999999,0.03764819585147139
1989-09-30,,,,9.91,9.01,4.684441734,5.3,61.4839,,,-0.9000000000000004,-0.009896005599269397
1989-10-31,,,,9.81,8.92,4.81739966,5.3,61.4105,,,-0.8900000000000006,0.04264471569004047
1989-11-30,,,,9.81,8.89,4.811218772,5.4,61.6172,,,-0.9199999999999999,0.012411424815321759
1989-12-31,,,,9.82,8.86,4.842735403,5.4,61.9635,,,-0.9600000000000009,0.009129390591329889
1990-01-31,,,,9.94,8.99,4.92058886,5.4,61.644,,,-0.9499999999999993,0.03385655583076708
1990-02-28,,,,10.14,9.22,4.935526464,5.3,62.2108,,,-0.9199999999999999,0.029422414650769557
1990-03-31,,,,10.21,9.37,5.208700881,5.2,62.5068,,,-0.8400000000000016,0.0900086969847822
1990-04-30,,,,10.3,9.46,5.294133558,5.4,62.3597,,,-0.8399999999999999,0.1346623128737039
1990-05-31,,,,10.41,9.47,5.183754067,5.4,62.5474,,,-0.9399999999999995,0.0870942752286985
1990-06-30,,,,10.22,9.26,5.388456883,5.2,62.7541,,,-0.9600000000000009,0.12531447840784948
1990-07-31,,,,10.2,9.24,5.535071884,5.5,62.6497,,,-0.9599999999999991,0.12079898199482386
1990-08-31,,,,10.41,9.41,5.855903558,5.7,62.8761,,,-1.0,0.18527626925529717
1990-09-30,,,,10.64,9.56,5.948660349,5.9,62.896,,,-1.08,0.23891929448717186
1990-10-31,,,,10.74,9.53,5.817450968,5.9,62.506,,,-1.2100000000000009,0.18862789493702836
1990-11-30,,,,10.62,9.3,5.70341926,6.2,61.7271,,,-1.3199999999999985,0.1701154301919363
1990-12-31,,,,10.43,9.05,5.672549361,6.3,61.2939,,,-1.379999999999999,0.1581589124494358
1991-01-31,,,,10.45,9.04,5.839029006,6.4,61.0931,,,-1.4100000000000001,0.17113630658633538
1991-02-28,,,,10.07,8.83,5.883436919,6.6,60.6522,,,-1.2400000000000002,0.1756817543542608
1991-03-31,,,,10.09,8.93,5.496431415,6.8,60.3069,,,-1.1600000000000001,0.053768574401953595
1991-04-30,,,,9.94,8.86,5.302381155,6.7,60.4658,,,-1.08,0.0015566625232623643
1991-05-31,,,,9.86,8.86,5.248477287,6.9,61.0671,,,-1.0,0.01240847681689905
1991-06-30,,,,9.96,9.01,4.959978472,6.9,61.5611,,,-0.9500000000000011,-0.08285765094767572
1991-07-31,,,,9.89,9.0,4.735708693,6.8,61.723,,,-0.8900000000000006,-0.15597316663825422
1991-08-31,,,,9.65,8.75,4.413788018,6.9,61.736,,,-0.9000000000000004,-0.2827170258420266
1991-09-30,,,,9.51,8.61,4.465741661,6.9,62.2464,,,-0.9000000000000004,-0.2867307367569836
1991-10-31,,,,9.49,8.55,4.310597235,7.0,62.1825,,,-0.9399999999999995,-0.2997857236747483
1991-11-30,,,,9.45,8.48,4.370003221,7.0,62.0983,,,-0.9699999999999989,-0.26630211898758516
1991-12-31,,,,9.26,8.31,4.366592403,7.3,61.8108,,,-0.9499999999999993,-0.26165570499315116
1992-01-31,,,,9.13,8.2,4.069913371,7.3,61.4898,,,-0.9300000000000015,-0.3609428024591106
1992-02-29,,,,9.23,8.29,3.878184354,7.4,61.9299,,,-0.9400000000000013,-0.4167740070726844
1992-03-31,,,,9.25,8.35,3.990512759,7.4,62.449,,,-0.9000000000000004,-0.3201793143459175
1992-04-30,,,,9.21,8.33,4.077543119,7.4,62.9312,,,-0.8800000000000008,-0.2626613638736288
1992-05-31,,,,9.13,8.28,3.937860894,7.6,63.1359,,,-0.8500000000000014,-0.2873003383915229
1992-06-30,,,,9.05,8.22,3.875841001,7.8,63.1736,,,-0.8300000000000001,-0.24663872863154657
1992-07-31,,,,8.84,8.07,3.785344226,7.7,63.7408,,,-0.7699999999999996,-0.2239945590743313
1992-08-31,,,,8.65,7.95,3.644349796,7.6,63.3917,,,-0.7000000000000002,-0.19155531465372388
1992-09-30,,,,8.62,7.92,3.363566041,7.6,63.5927,,,-0.6999999999999993,-0.28343357312401984
1992-10-31,,,,8.84,7.99,3.654950596,7.3,64.0282,,,-0.8499999999999996,-0.16499388783722058
1992-11-30,,,,8.96,8.1,3.649402976,7.4,64.2732,,,-0.8600000000000012,-0.18020016018168317
1992-12-31,,,,8.81,7.98,3.497528562,7.4,64.3668,,,-0.8300000000000001,-0.22192634051908255
1993-01-31,,,,8.67,7.91,3.547354737,7.3,64.6256,,,-0.7599999999999998,-0.13741953323926936
1993-02-28,,,,8.39,7.71,3.580667722,7.1,64.929,,,-0.6800000000000006,-0.07981779656633514
1993-03-31,,,,8.15,7.58,3.353160609,7.0,64.872,,,-0.5700000000000003,-0.17401636724611524
1993-04-30,,,,8.14,7.46,3.422176699,7.1,65.0611,,,-0.6800000000000006,-0.1752178200045924
1993-05-31,,,,8.21,7.43,3.551431283,7.1,64.8104,,,-0.7800000000000011,-0.10328695502803131
1993-06-30,,,,8.07,7.33,3.583428873,7.0,64.9553,,,-0.7400000000000002,-0.07844254399060069
1993-07-31,,,,7.93,7.17,3.437046316,6.9,65.1198,,,-0.7599999999999998,-0.09652435405376303
1993-08-31,,,,7.6,6.85,3.522739086,6.8,65.0494,,,-0.75,-0.033939130666356565
1993-09-30,,,,7.34,6.66,3.656038681,6.7,65.3882,,,-0.6799999999999997,0.08337850078059073
1993-10-31,,,,7.31,6.67,3.433321443,6.8,65.8702,,,-0.6399999999999997,-0.0625544329265233
1993-11-30,,,,7.66,6.93,3.445125507,6.6,66.1779,,,-0.7300000000000004,-0.057603250554418395
1993-12-31,,,,7.69,6.93,3.557822725,6.5,66.5602,,,-0.7600000000000007,0.017092169734124196
1994-01-31,,,,7.65,6.92,3.384372964,6.6,66.7722,,,-0.7300000000000004,-0.04703353160326906
1994-02-28,,,,7.76,7.08,3.424654259,6.6,66.8068,,,-0.6799999999999997,-0.04454877720467909
1994-03-31,,,,8.13,7.48,3.578833286,6.5,67.4832,,,-0.6500000000000004,0.06513348310463751
1994-04-30,,,,8.52,7.88,3.364064138,6.4,67.8771,,,-0.6399999999999997,-0.01712700239276055
1994-05-31,,,,8.62,7.99,3.238103819,6.1,68.1961,,,-0.629999999999999,-0.09236278310818147
1994-06-30,,,,8.65,7.97,3.207540833,6.1,68.6526,,,-0.6800000000000006,-0.1108155798806183
1994-07-31,,,,8.8,8.11,3.245680943,6.1,68.7353,,,-0.6900000000000013,-0.0572873015808959
1994-08-31,,,,8.74,8.07,3.318864731,6.0,69.1954,,,-0.6699999999999999,-0.05961606048382029
1994-09-30,,,,8.98,8.34,3.267212367,5.9,69.4017,,,-0.6400000000000006,-0.11244309949878573
1994-10-31,,,,9.2,8.57,3.178740091,5.8,69.969,,,-0.629999999999999,-0.07704322287134135
1994-11-30,,,,9.32,8.68,3.142092625,5.6,70.4367,,,-0.6400000000000006,-0.09207131641234167
1994-12-31,,,,9.1,8.46,2.915659975,5.5,71.1413,,,-0.6399999999999988,-0.19905256296847496
1995-01-31,,,,9.08,8.46,3.159681044,5.6,71.2762,,,-0.6199999999999992,-0.06869756255739845
1995-02-28,,,,8.85,8.26,3.139699974,5.4,71.1904,,,-0.5899999999999999,-0.08687327466792616
1995-03-31,,,,8.7,8.12,3.184482491,5.4,71.2891,,,-0.5800000000000001,-0.11674705691123921
1995-04-30,,,,8.6,8.03,3.322916117,5.8,71.1623,,,-0.5700000000000003,-0.012307062021746695
1995-05-31,,,,8.2,7.65,3.367477772,5.6,71.5044,,,-0.5499999999999989,0.039176111103739863
1995-06-30,,,,7.9,7.3,3.34707431,5.6,71.743,,,-0.6000000000000005,0.04258207605257369
1995-07-31,,,,8.04,7.41,3.402097044,5.7,71.4459,,,-0.629999999999999,0.047066847238454335
1995-08-31,,,,8.19,7.57,3.255560049,5.7,72.38,,,-0.6199999999999992,-0.019258457031946064
1995-09-30,,,,7.93,7.32,3.368207809,5.6,72.6601,,,-0.6099999999999994,0.030443661306772007
1995-10-31,,,,7.75,7.12,3.479287466,5.5,72.5428,,,-0.6299999999999999,0.09034260118632087
1995-11-30,,,,7.68,7.02,3.394879542,5.6,72.7178,,,-0.6600000000000001,0.07737926034999898
1995-12-31,,,,7.49,6.82,3.397750888,5.6,72.9672,,,-0.6699999999999999,0.15301750850832985
1996-01-31,,,,7.47,6.81,3.294296705,5.6,72.5866,,,-0.6600000000000001,0.04172161501519356
1996-02-29,,,,7.63,6.99,3.278044833,5.5,73.6389,,,-0.6399999999999997,0.043119911491794616
1996-03-31,,,,8.03,7.35,3.15123296,5.5,73.5202,,,-0.6799999999999997,-0.01049600049244126
1996-04-30,,,,8.19,7.5,3.021419042,5.6,74.2664,,,-0.6899999999999995,-0.09511614341605723
1996-05-31,,,,8.3,7.62,3.065009249,5.6,74.8145,,,-0.6800000000000006,-0.09411344153631407
1996-06-30,,,,8.4,7.71,3.066510398,5.3,75.3779,,,-0.6900000000000004,-0.0875463870400337
1996-07-31,,,,8.35,7.65,3.103134864,5.5,75.3754,,,-0.6999999999999993,-0.0919791721625498
1996-08-31,,,,8.18,7.46,3.096243134,5.1,75.7568,,,-0.7199999999999998,-0.050174834626979026
1996-09-30,,,,8.35,7.66,3.076709572,5.2,76.2304,,,-0.6899999999999995,-0.09052009034128794
1996-10-31,,,,8.07,7.39,2.957328624,5.2,76.2193,,,-0.6800000000000006,-0.16254115271949998
1996-11-30,,,,7.79,7.1,2.99348831,5.4,76.8941,,,-0.6900000000000004,-0.1258289131318533
1996-12-31,,,,7.89,7.2,3.066760867,5.4,77.3731,,,-0.6899999999999995,-0.10249179678759579
1997-01-31,,,,8.09,7.42,2.924852958,5.3,77.5138,,,-0.6699999999999999,-0.11894849342568015
1997-02-28,,,,7.94,7.31,2.815492049,5.2,78.4246,,,-0.6300000000000008,-0.15211011546666264
1997-03-31,,,,8.18,7.55,2.868448161,5.2,78.9266,,,-0.6299999999999999,-0.09402261904539388
1997-04-30,,,,8.34,7.73,2.924881516,5.1,78.9924,,,-0.6099999999999994,-0.03247262997106204
1997-05-31,,,,8.2,7.58,2.883239208,4.9,79.4411,,,-0.6199999999999992,-0.06113619988333907
1997-06-30,,,,8.02,7.41,2.841507556,5.0,79.8048,,,-0.6099999999999994,-0.07620549600421245
1997-07-31,,,,7.75,7.14,2.764311367,4.9,80.48,,,-0.6100000000000003,-0.1156212965483685
1997-08-31,,,,7.82,7.22,2.668660701,4.8,81.2862,,,-0.6000000000000005,-0.14861274784641887
1997-09-30,,,,7.7,7.15,2.558893145,4.9,82.038,,,-0.5499999999999998,-0.18428590538456724
1997-10-31,,,,7.57,7.0,2.633884037,4.7,82.7657,,,-0.5700000000000003,-0.11582679203773649
1997-11-30,,,,7.42,6.87,2.564888202,4.6,83.4321,,,-0.5499999999999998,-0.1545244745399429
1997-12-31,,,,7.32,6.76,2.636585632,4.7,83.7826,,,-0.5600000000000005,-0.1511371535306918
1998-01-31,,,,7.19,6.61,2.686312997,4.6,84.1656,,,-0.5800000000000001,-0.08507458829944292
1998-02-28,,,,7.25,6.67,2.70235568,4.6,84.3048,,,-0.5800000000000001,-0.041013174998516866
1998-03-31,,,,7.32,6.72,2.682792941,4.7,84.3416,,,-0.6000000000000005,-0.06691277904817305
1998-04-30,,,,7.33,6.69,2.650550927,4.3,84.6263,,,-0.6399999999999997,-0.09848645714126736
1998-05-31,,,,7.3,6.69,2.621199946,4.4,85.1839,,,-0.6099999999999994,-0.09528217953660012
1998-06-30,,,,7.13,6.53,2.610692088,4.5,84.6809,,,-0.5999999999999996,-0.08471938691047609
1998-07-31,,,,7.15,6.55,2.613395599,4.5,84.3448,,,-0.6000000000000005,-0.05614117887076986
1998-08-31,,,,7.14,6.52,2.643666793,4.5,86.0846,,,-0.6200000000000001,-0.009409846231123842
1998-09-30,,,,7.09,6.4,2.603431515,4.6,85.9945,,,-0.6899999999999995,0.017255588540464162
1998-10-31,,,,7.18,6.37,2.54435291,4.5,86.5967,,,-0.8099999999999996,-0.034583218574264496
1998-11-30,,,,7.34,6.41,2.531446927,4.4,86.5114,,,-0.9299999999999997,-0.01312384454035731
1998-12-31,,,,7.23,6.22,2.446189532,4.4,86.8608,,,-1.0100000000000007,-0.07495323811277887
1999-01-31,,,,7.29,6.24,2.3907588,4.3,87.2277,,,-1.0499999999999998,-0.11655881525749923
1999-02-28,,,,7.39,6.4,2.3238316,4.4,87.7266,,,-0.9899999999999993,-0.15090649160953296
1999-03-31,,,,7.53,6.62,2.2464619,4.2,87.9203,,,-0.9100000000000001,-0.17750190436463342
1999-04-30,,,,7.48,6.64,2.2358613,4.3,88.1153,,,-0.8400000000000007,-0.17014099241424208
1999-05-31,,,,7.72,6.93,2.1625267,4.2,88.6554,,,-0.79,-0.19235490101346808
1999-06-30,,,,8.02,7.23,2.0812547,4.3,88.5958,,,-0.7899999999999991,-0.22664442099759707
1999-07-31,,,,7.95,7.19,2.1244533,4.3,89.1235,,,-0.7599999999999998,-0.20713587286993795
1999-08-31,,,,8.15,7.4,2.1074137,4.2,89.5116,,,-0.75,-0.22670542915649172
1999-09-30,,,,8.2,7.39,2.0832919,4.2,89.1361,,,-0.8099999999999996,-0.22288110141833006
1999-10-31,,,,8.38,7.55,2.0639533,4.1,90.2842,,,-0.830000000000001,-0.20925313694672554
1999-11-30,,,,8.15,7.36,2.1623251,4.1,90.7631,,,-0.79,-0.15760696922723838
1999-12-31,,,,8.19,7.55,2.1818508,4.0,91.4926,,,-0.6399999999999997,-0.11435801333381668
2000-01-31,,,,8.33,7.78,2.350195,4.0,91.4251,,,-0.5499999999999998,-0.01711250165710132
2000-02-29,,,,8.29,7.68,2.3950909,4.1,91.7357,,,-0.6099999999999994,0.030203809123068415
2000-03-31,,,,8.37,7.68,2.4989589,4.0,92.0933,,,-0.6899999999999995,0.10651771546978972
2000-04-30,,,,8.4,7.64,2.4247194,3.8,92.6838,,,-0.7600000000000007,0.0810892833967285
2000-05-31,,,,8.9,7.99,2.5736327,4.0,92.9376,,,-0.9100000000000001,0.1740410962306833
2000-06-30,,,,8.48,7.67,2.7153642,4.0,93.0076,,,-0.8100000000000005,0.26595515503352785
2000-07-31,,,,8.35,7.65,2.7240005,4.0,92.8458,,,-0.6999999999999993,0.24858707315245676
2000-08-31,,,,8.26,7.55,2.8853852,4.1,92.5972,,,-0.71,0.3141969481811311
2000-09-30,,,,8.35,7.62,2.908796,3.9,92.9653,,,-0.7299999999999995,0.33378996298013186
2000-10-31,,,,8.34,7.55,2.9310365,3.9,92.6418,,,-0.79,0.3507328933445465
2000-11-30,,,,8.28,7.45,2.8816134,3.9,92.6618,,,-0.8299999999999992,0.2871662676827498
2000-12-31,,,,8.02,7.21,2.9838403,3.9,92.3459,,,-0.8099999999999996,0.3130376547047531
2001-01-31,,,,7.93,7.15,2.8896431,4.2,91.8903,,,-0.7799999999999994,0.20663469625161213
2001-02-28,,,,7.87,7.1,2.9893325,4.2,91.2915,,,-0.7700000000000005,0.22162893411913165
2001-03-31,,,,7.84,6.98,2.9711853,4.3,91.0526,,,-0.8599999999999994,0.1730867589691668
2001-04-30,,,,8.07,7.2,3.1007641,4.4,90.7293,,,-0.8700000000000001,0.24593275863574315
2001-05-31,,,,8.07,7.29,3.0843327,4.3,90.2577,,,-0.7800000000000002,0.18101692646078493
2001-06-30,,,,7.97,7.18,3.2118098,4.5,89.7677,,,-0.79,0.16790849085326653
2001-07-31,,,,7.97,7.13,3.2190557,4.6,89.226,,,-0.8399999999999999,0.1669864838365276
2001-08-31,,,,7.85,7.02,3.2635089,4.9,89.1326,,,-0.8300000000000001,0.12314455697798699
2001-09-30,,,,8.03,7.17,3.3990087,5.0,88.6679,,,-0.8599999999999994,0.1557445804244859
2001-10-31,,,,7.91,7.03,3.4934371,5.3,88.3926,,,-0.8799999999999999,0.17552997924319924
2001-11-30,,,,7.81,6.97,3.6122717,5.5,87.8774,,,-0.8399999999999999,0.2259865085866084
2001-12-31,,,,8.05,6.77,3.5754587,5.7,87.8344,,,-1.2800000000000011,0.18088231346497285
2002-01-31,,,,7.87,6.55,3.5684398,5.7,88.4665,,,-1.3200000000000003,0.21099546976488437
2002-02-28,,,,7.89,6.51,3.5387817,5.7,88.4661,,,-1.38,0.16873239703647935
2002-03-31,,,,8.11,6.81,3.480145,5.7,89.1228,,,-1.2999999999999998,0.15811299547691404
2002-04-30,,,,8.03,6.76,3.4775061,5.9,89.5532,,,-1.2699999999999996,0.11466683395772947
2002-05-31,,,,8.09,6.75,3.4632677,5.8,89.934,,,-1.3399999999999999,0.11587723608916134
2002-06-30,,,,7.95,6.63,3.2512149,5.8,90.6769,,,-1.3200000000000003,0.012194162985578183
2002-07-31,,,,7.9,6.53,3.2740984,5.8,90.6455,,,-1.37,0.01695447779854664
2002-08-31,,,,7.58,6.37,3.1567969,5.7,90.5475,,,-1.21,-0.033245091944226424
2002-09-30,,,,7.4,6.15,3.0374651,5.7,90.6381,,,-1.25,-0.11246051139832369
2002-10-31,,,,7.73,6.32,2.9477485,5.7,90.4041,,,-1.4100000000000001,-0.1698444353702746
2002-11-30,,,,7.62,6.31,2.8341831,5.9,90.8985,,,-1.3100000000000005,-0.24258310670077443
2002-12-31,,,,7.45,6.21,2.8018315,6.0,90.389,,,-1.2400000000000002,-0.24382016511837046
2003-01-31,,,,7.35,6.17,2.7875531,5.8,91.1355,,,-1.1799999999999997,-0.2469642835212693
2003-02-28,,,,7.06,5.95,2.7046594,5.9,91.2502,,,-1.1099999999999994,-0.2688065259710175
2003-03-31,,,,6.95,5.89,2.6277872,5.9,91.0059,,,-1.0600000000000005,-0.28093183636604524
2003-04-30,,,,6.85,5.74,2.4593491,6.0,90.4281,,,-1.1099999999999994,-0.34641867751033784
2003-05-31,,,,6.38,5.22,2.3483407,6.1,90.4073,,,-1.1600000000000001,-0.388503571694922
2003-06-30,,,,6.19,4.97,2.27155,6.3,90.5218,,,-1.2200000000000006,-0.3585663240132163
2003-07-31,,,,6.62,5.49,2.237208,6.2,90.9896,,,-1.13,-0.380813873618574
2003-08-31,,,,7.01,5.88,2.1655338,6.1,90.7858,,,-1.13,-0.376890984323376
2003-09-30,,,,6.79,5.72,2.1842475,6.1,91.3829,,,-1.0700000000000003,-0.32975194325094204
2003-10-31,,,,6.73,5.7,2.1611133,6.0,91.5005,,,-1.0300000000000002,-0.3104181530306308
2003-11-30,,,,6.66,5.65,2.0365931,5.8,92.1265,,,-1.0099999999999998,-0.3304753847588313
2003-12-31,,,,6.6,5.62,1.976213,5.7,92.1722,,,-0.9799999999999995,-0.3490909234505414
2004-01-31,,,,6.44,5.54,1.9607229,5.7,92.327,,,-0.9000000000000004,-0.35185095415890244
2004-02-29,,,,6.27,5.5,2.0481367,5.6,92.8873,,,-0.7699999999999996,-0.2780455364016311
2004-03-31,,,,6.11,5.33,2.1370611,5.8,92.5325,,,-0.7800000000000002,-0.20671055580730313
2004-04-30,,,,6.46,5.73,2.2577613,5.6,92.9096,,,-0.7299999999999995,-0.08552297431821831
2004-05-31,,,,6.75,6.04,2.2378638,5.6,93.5838,,,-0.71,-0.04818724352522408
2004-06-30,,,,6.78,6.01,2.3794884,5.6,92.8621,,,-0.7700000000000005,0.04642308873192991
2004-07-31,,,,6.62,5.82,2.2638524,5.5,93.5511,,,-0.7999999999999998,0.01183930401205624
2004-08-31,,,,6.46,5.65,2.2577292,5.4,93.6328,,,-0.8099999999999996,0.04169263943930335
2004-09-30,,,,6.27,5.46,2.240201,5.4,93.7418,,,-0.8099999999999996,0.025294218346334274
2004-10-31,,,,6.21,5.47,2.2372194,5.5,94.5671,,,-0.7400000000000002,0.03461024990023265
2004-11-30,,,,6.2,5.52,2.3012131,5.4,94.8,,,-0.6800000000000006,0.1221580559227955
2004-12-31,,,,6.15,5.47,2.3138859,5.4,95.5426,,,-0.6800000000000006,0.157745931960527
2005-01-31,,,,6.02,5.36,2.3158903,5.3,95.8831,,,-0.6599999999999993,0.16648096066715268
2005-02-28,,,,5.82,5.2,2.2862449,5.4,96.5616,,,-0.6200000000000001,0.10998023699669235
2005-03-31,,,,6.06,5.4,2.2461526,5.2,96.4371,,,-0.6599999999999993,0.049787229606354955
2005-04-30,,,,6.05,5.33,2.2397223,5.2,96.628,,,-0.7199999999999998,-0.008021862151734394
