DATE,DGS10,DGS5,DGS1,BAA,AAA,CORESTICKM159SFRBATL,UNRATE,INDPRO,TERM,CURVE,DEFAULT,INFLATION
2005-05-31,,,,6.01,5.15,2.3579552,5.1,96.7306,,,-0.8599999999999994,0.05227305265390081
2005-06-30,,,,5.86,4.96,2.1993552,5.0,97.1488,,,-0.9000000000000004,-0.07872128009776691
2005-07-31,,,,5.95,5.06,2.3010794,5.0,96.8383,,,-0.8900000000000006,0.01631035332468367
2005-08-31,,,,5.96,5.09,2.2644059,4.9,97.1603,,,-0.8700000000000001,0.0029528993291332295
2005-09-30,,,,6.03,5.13,2.3340762,5.0,95.2729,,,-0.9000000000000004,0.041050587162228314
2005-10-31,,,,6.3,5.35,2.3253024,5.0,96.4383,,,-0.9500000000000002,0.0386163396163669
2005-11-30,,,,6.39,5.42,2.4316658,5.0,97.4951,,,-0.9699999999999998,0.05514011822519971
2005-12-31,,,,6.32,5.37,2.4690335,4.9,97.9788,,,-0.9500000000000002,0.06489845951808226
2006-01-31,,,,6.24,5.29,2.4510191,4.7,98.1305,,,-0.9500000000000002,0.05670970481286486
2006-02-28,,,,6.27,5.35,2.4992554,4.8,98.1779,,,-0.9199999999999999,0.0890821575177363
2006-03-31,,,,6.41,5.53,2.581219,4.7,98.3898,,,-0.8799999999999999,0.13904297095183416
2006-04-30,,,,6.68,5.84,2.6806926,4.7,98.6769,,,-0.8399999999999999,0.17972330900322442
2006-05-31,,,,6.75,5.95,2.7839595,4.6,98.7052,,,-0.7999999999999998,0.16607939216969592
2006-06-30,,,,6.78,5.89,3.0344298,4.6,99.0427,,,-0.8900000000000006,0.3218593055710679
2006-07-31,,,,6.76,5.85,3.0939988,4.7,98.9804,,,-0.9100000000000001,0.2960860471092659
2006-08-31,,,,6.59,5.68,3.2251144,4.7,99.4106,,,-0.9100000000000001,0.3536559937631091
2006-09-30,,,,6.43,5.51,3.212012,4.5,99.2207,,,-0.9199999999999999,0.3192813509212278
2006-10-31,,,,6.42,5.51,3.2911246,4.4,99.1253,,,-0.9100000000000001,0.34737923497928047
2006-11-30,,,,6.2,5.33,3.1482614,4.5,99.0969,,,-0.8700000000000001,0.25827382705850466
2006-12-31,,,,6.22,5.32,3.1241583,4.4,100.1122,,,-0.8999999999999995,0.23533812439150692
2007-01-31,,,,6.34,5.4,3.1457342,4.6,99.7571,,,-0.9399999999999995,0.24954341557444992
2007-02-28,,,,6.28,5.39,3.161558,4.5,100.7275,,,-0.8900000000000006,0.23507209655920436
2007-03-31,,,,6.27,5.3,3.1090014,4.4,100.9023,,,-0.9699999999999998,0.18603981341222087
2007-04-30,,,,6.39,5.47,2.9667028,4.5,101.5874,,,-0.9199999999999999,0.10137597380051944
2007-05-31,,,,6.39,5.47,2.783324,4.4,101.6299,,,-0.9199999999999999,-0.0002282980569463522
2007-06-30,,,,6.7,5.79,2.6305791,4.6,101.6482,,,-0.9100000000000001,-0.14281952000125608
2007-07-31,,,,6.65,5.73,2.5346411,4.7,101.4925,,,-0.9199999999999999,-0.19941231519257452
2007-08-31,,,,6.65,5.79,2.4685402,4.6,101.6874,,,-0.8600000000000003,-0.26734145870919
2007-09-30,,,,6.59,5.74,2.4838823,4.7,101.9398,,,-0.8499999999999996,-0.25707475237178135
2007-10-31,,,,6.48,5.66,2.5033248,4.7,101.6345,,,-0.8200000000000003,-0.2736095617632318
2007-11-30,,,,6.4,5.44,2.6563697,4.7,102.2068,,,-0.96,-0.16988994775191013
2007-12-31,,,,6.65,5.49,2.7127336,5.0,102.2604,,,-1.1600000000000001,-0.14120806793460738
2008-01-31,,,,6.54,5.33,2.7470404,5.0,102.14,,,-1.21,-0.1355231988696899
2008-02-29,,,,6.82,5.53,2.6165653,4.9,101.7671,,,-1.29,-0.18920244054788227
2008-03-31,,,,6.89,5.51,2.6887664,5.1,101.4355,,,-1.38,-0.14521908031226882
2008-04-30,,,,6.97,5.55,2.7251103,5.0,100.7424,,,-1.42,-0.08494226341083921
2008-05-31,,,,6.93,5.57,2.7937419,5.4,100.132,,,-1.3599999999999994,0.003735983151060829
2008-06-30,,,,7.07,5.68,2.9376962,5.6,99.8651,,,-1.3900000000000006,0.11042165666373038
2008-07-31,,,,7.16,5.67,3.0142542,5.8,99.4214,,,-1.4900000000000002,0.17330038728497243
2008-08-31,,,,7.15,5.64,3.0845059,6.1,97.8448,,,-1.5100000000000007,0.22276451867786662
2008-09-30,,,,7.31,5.65,3.0766785,6.1,93.559,,,-1.6599999999999993,0.21402782629730832
2008-10-31,,,,8.88,6.28,2.9291949,6.5,94.4956,,,-2.6000000000000005,0.15710783879970303
2008-11-30,,,,9.21,6.12,2.7864624,6.8,93.2689,,,-3.0900000000000007,0.04781241810174108
2008-12-31,,,,8.43,5.05,2.6304305,7.3,90.628,,,-3.38,-0.030809313967000596
2009-01-31,,,,8.14,5.05,2.5522481,7.8,88.3811,,,-3.0900000000000007,-0.07354953533249897
2009-02-28,,,,8.08,5.27,2.5594949,8.3,87.8412,,,-2.8100000000000005,-0.022052569185494808
2009-03-31,,,,8.42,5.5,2.4535819,8.7,86.4794,,,-2.92,-0.09153354419466853
2009-04-30,,,,8.39,5.39,2.3761457,9.0,85.7883,,,-3.000000000000001,-0.13702918319112267
2009-05-31,,,,8.06,5.54,2.2888288,9.4,84.9516,,,-2.5200000000000005,-0.1993416343591492
2009-06-30,,,,7.5,5.61,2.0898948,9.5,84.6928,,,-1.8899999999999997,-0.3405119389475417
2009-07-31,,,,7.09,5.41,1.9228669,9.5,85.7044,,,-1.6799999999999997,-0.4495351869531512
2009-08-31,,,,6.58,5.26,1.7701932,9.6,86.6617,,,-1.3200000000000003,-0.5553027892840767
2009-09-30,,,,6.31,5.13,1.6158958,9.8,87.4033,,,-1.1799999999999997,-0.6439611281711543
2009-10-31,,,,6.29,5.15,1.5209969,10.0,87.6035,,,-1.1399999999999997,-0.655361631971273
2009-11-30,,,,6.32,5.19,1.3714917,9.9,87.9559,,,-1.13,-0.7088738546973407
2009-12-31,,,,6.37,5.26,1.3248615,9.9,88.2468,,,-1.1100000000000003,-0.6858395953343122
2010-01-31,,,,6.25,5.26,1.1770019,9.8,89.1911,,,-0.9900000000000002,-0.7740041360751178
2010-02-28,,,,6.34,5.35,1.0548474,9.8,89.4972,,,-0.9900000000000002,-0.8864138224206054
2010-03-31,,,,6.27,5.27,0.93183853,9.9,90.1419,,,-1.0,-0.9681446872543504
2010-04-30,,,,6.25,5.29,0.87602978,9.9,90.4591,,,-0.96,-0.997834914358918
2010-05-31,,,,6.05,4.96,0.7998678,9.6,91.702,,,-1.0899999999999999,-1.051349060657026
2010-06-30,,,,6.23,4.88,0.78483473,9.4,91.8997,,,-1.3500000000000005,-0.9793958481788316
2010-07-31,,,,6.01,4.72,0.74959322,9.4,92.2522,,,-1.29,-0.9420418423653347
2010-08-31,,,,5.66,4.49,0.69562861,9.5,92.5899,,,-1.17,-0.9340280605594811
2010-09-30,,,,5.66,4.53,0.6676136,9.5,92.8564,,,-1.13,-0.8839351937439712
2010-10-31,,,,5.72,4.68,0.67526624,9.4,92.6037,,,-1.04,-0.8120142113891671
2010-11-30,,,,5.92,4.87,0.82600201,9.8,92.6773,,,-1.0499999999999998,-0.5070570516591479
2010-12-31,,,,6.1,5.02,0.83710132,9.3,93.5851,,,-1.08,-0.45911809011766846
2011-01-31,,,,6.09,5.04,0.96003713,9.1,93.3944,,,-1.0499999999999998,-0.20375376073527454
2011-02-28,,,,6.15,5.22,1.1238816,9.0,92.993,,,-0.9300000000000006,0.06339229592852741
2011-03-31,,,,6.03,5.13,1.1861014,9.0,93.982,,,-0.9000000000000004,0.24126752477053037
2011-04-30,,,,6.02,5.16,1.21555,9.1,93.6525,,,-0.8599999999999994,0.3275518424530465
2011-05-31,,,,5.78,4.96,1.2613949,9.0,93.7775,,,-0.8200000000000003,0.455526987082051
2011-06-30,,,,5.75,4.99,1.2990532,9.1,94.0467,,,-0.7599999999999998,0.5039178098274797
2011-07-31,,,,5.76,4.93,1.4236275,9.0,94.4931,,,-0.8300000000000001,0.6414327846140002
2011-08-31,,,,5.36,4.37,1.6569751,9.0,95.0969,,,-0.9900000000000002,0.8679330785620791
2011-09-30,,,,5.27,4.09,1.7268145,9.0,95.0281,,,-1.1799999999999997,0.9503240976209333
2011-10-31,,,,5.37,3.98,1.8413647,8.8,95.6924,,,-1.3900000000000001,1.0031552177381637
2011-11-30,,,,5.14,3.87,1.8407168,8.6,95.6913,,,-1.2699999999999996,0.8013131330275336
2011-12-31,,,,5.25,3.93,2.0478499,8.5,96.1938,,,-1.3199999999999998,0.8946005779205521
2012-01-31,,,,5.23,3.85,2.1159285,8.3,96.779,,,-1.3800000000000003,0.7902770414398809
2012-02-29,,,,5.14,3.85,2.0181912,8.3,97.0959,,,-1.2899999999999996,0.5854132568729443
2012-03-31,,,,5.23,3.99,2.1247577,8.2,96.5919,,,-1.2400000000000002,0.5829859779544692
2012-04-30,,,,5.19,3.96,2.1937928,8.2,97.2942,,,-1.2300000000000004,0.5904352687499728
2012-05-31,,,,5.07,3.8,2.1896843,8.2,97.4853,,,-1.2700000000000005,0.5515392060733454
2012-06-30,,,,5.02,3.64,2.2407468,8.2,97.4959,,,-1.3799999999999994,0.5451735117307491
2012-07-31,,,,4.87,3.4,2.2616531,8.2,97.6922,,,-1.4700000000000002,0.4628878143833063
2012-08-31,,,,4.91,3.48,2.1718632,8.1,97.3061,,,-1.4300000000000002,0.2705917054887321
2012-09-30,,,,4.84,3.49,2.2199385,7.8,97.2383,,,-1.3499999999999996,0.2512011110988499
2012-10-31,,,,4.58,3.47,2.2070705,7.8,97.5425,,,-1.1099999999999999,0.18115908908827194
2012-11-30,,,,4.51,3.5,2.1959869,7.7,97.934,,,-1.0099999999999998,0.1764764972604126
2012-12-31,,,,4.63,3.65,2.1097305,7.9,98.1984,,,-0.98,0.02976980073622537
2013-01-31,,,,4.73,3.8,2.0682971,8.0,98.2029,,,-0.9300000000000006,-0.022768111550543257
2013-02-28,,,,4.85,3.9,2.146017,7.7,98.6733,,,-0.9499999999999997,0.06141190117424156
2013-03-31,,,,4.85,3.93,2.0999025,7.5,99.0788,,,-0.9199999999999995,-0.011766857265682384
2013-04-30,,,,4.59,3.73,1.9354319,7.6,98.9658,,,-0.8599999999999999,-0.1253014123034566
2013-05-31,,,,4.73,3.89,1.907797,7.5,99.0567,,,-0.8400000000000003,-0.1378082049500423
2013-06-30,,,,5.19,4.27,1.8766189,7.5,99.2424,,,-0.9200000000000008,-0.1773375029322124
2013-07-31,,,,5.32,4.34,1.867879,7.3,98.9258,,,-0.9800000000000004,-0.19129244352652097
2013-08-31,,,,5.42,4.54,1.9142202,7.2,99.5059,,,-0.8799999999999999,-0.12627508322743053
2013-09-30,,,,5.47,4.64,1.8904211,7.2,100.0391,,,-0.8300000000000001,-0.1606798843105801
2013-10-31,,,,5.31,4.53,1.8687356,7.2,99.9203,,,-0.7799999999999994,-0.16640401813798833
2013-11-30,,,,5.38,4.63,1.8930866,6.9,100.1661,,,-0.75,-0.14842293956631347
2013-12-31,,,,5.38,4.62,1.8711904,6.7,100.3777,,,-0.7599999999999998,-0.11998540833487825
2014-01-31,,,,5.19,4.49,1.8218145,6.6,99.999,,,-0.7000000000000002,-0.12689262924630929
2014-02-28,,,,5.1,4.45,1.7891863,6.7,100.7583,,,-0.6499999999999995,-0.1818526303981396
2014-03-31,,,,5.06,4.38,1.8208567,6.7,101.7767,,,-0.6799999999999997,-0.14258381045690693
2014-04-30,,,,4.9,4.24,2.0251612,6.2,101.8425,,,-0.6600000000000001,0.045318796618693646
2014-05-31,,,,4.76,4.16,2.1282345,6.3,102.2594,,,-0.5999999999999996,0.10934358954067636
2014-06-30,,,,4.8,4.25,2.1433409,6.1,102.5986,,,-0.5499999999999998,0.1328940796729512
2014-07-31,,,,4.73,4.16,2.1008094,6.2,102.8163,,,-0.5700000000000003,0.11751913649424439
2014-08-31,,,,4.69,4.08,1.9625042,6.1,102.6562,,,-0.6100000000000003,0.024910977364219877
2014-09-30,,,,4.8,4.11,1.954047,5.9,102.9776,,,-0.6899999999999995,0.03310299806829409
2014-10-31,,,,4.69,3.92,2.0060187,5.7,102.9892,,,-0.7700000000000005,0.07088995908864026
2014-11-30,,,,4.79,3.92,2.0043657,5.8,103.6402,,,-0.8700000000000001,0.05711903293263432
2014-12-31,,,,4.74,3.79,1.9711259,5.6,103.6345,,,-0.9500000000000002,0.05203009645849155
2015-01-31,,,,4.45,3.46,1.985653,5.7,102.8239,,,-0.9900000000000002,0.08611484483753096
2015-02-28,,,,4.51,3.61,1.9819969,5.5,102.1513,,,-0.8999999999999999,0.10234393633607408
2015-03-31,,,,4.54,3.64,1.9991371,5.4,101.824,,,-0.8999999999999999,0.09340853283541173
2015-04-30,,,,4.48,3.52,2.0631236,5.4,101.244,,,-0.9600000000000004,0.018571842714373288
2015-05-31,,,,4.89,3.98,2.0668869,5.6,100.783,,,-0.9099999999999997,-0.029249200555064636
2015-06-30,,,,5.13,4.19,2.1147326,5.3,100.4781,,,-0.9399999999999995,-0.013437405656565926
2015-07-31,,,,5.2,4.15,2.1414477,5.2,101.1052,,,-1.0499999999999998,0.019159396598750877
2015-08-31,,,,5.19,4.04,2.1802398,5.1,100.9442,,,-1.1500000000000004,0.10521355995191628
2015-09-30,,,,5.34,4.07,2.279431,5.0,100.6507,,,-1.2699999999999996,0.15402324386173938
2015-10-31,,,,5.34,3.95,2.3462109,5.0,100.1871,,,-1.3899999999999997,0.1566496323587454
2015-11-30,,,,5.46,4.06,2.4052606,5.1,99.4382,,,-1.4000000000000004,0.18233060367163179
2015-12-31,,,,5.46,3.97,2.4436874,5.0,98.939,,,-1.4899999999999998,0.2149032257195902
2016-01-31,,,,5.45,4.0,2.4667222,4.8,99.4558,,,-1.4500000000000002,0.2169423975064041
2016-02-29,,,,5.34,3.96,2.5442092,4.9,98.9136,,,-1.38,0.24971500297147187
2016-03-31,,,,5.13,3.82,2.531878,5.0,98.1907,,,-1.31,0.23624568240812105
2016-04-30,,,,4.79,3.62,2.537996,5.1,98.4669,,,-1.17,0.20715364820398252
2016-05-31,,,,4.68,3.65,2.5711572,4.8,98.2518,,,-1.0299999999999998,0.2183125077170136
2016-06-30,,,,4.53,3.5,2.5689022,4.9,98.7275,,,-1.0300000000000002,0.19455027387021728
2016-07-31,,,,4.22,3.28,2.5758512,4.8,98.836,,,-0.94,0.18469794695750386
2016-08-31,,,,4.24,3.32,2.7228064,4.9,98.7554,,,-0.9200000000000004,0.22222824235897765
2016-09-30,,,,4.31,3.41,2.6321032,5.0,98.6596,,,-0.8999999999999995,0.14385737200362148
2016-10-31,,,,4.38,3.51,2.5095184,4.9,98.7322,,,-0.8700000000000001,0.06728921833490997
2016-11-30,,,,4.71,3.86,2.5258013,4.7,98.3452,,,-0.8500000000000001,0.04890010364239317
2016-12-31,,,,4.83,4.06,2.594944,4.7,99.0314,,,-0.7700000000000005,0.060056808368389336
2017-01-31,,,,4.66,3.92,2.661562,4.7,98.7987,,,-0.7400000000000002,0.07602294369156792
2017-02-28,,,,4.64,3.95,2.67446,4.6,98.4322,,,-0.6899999999999995,0.04992761600941531
2017-03-31,,,,4.68,4.01,2.453344,4.4,99.0663,,,-0.6699999999999999,-0.03150932797742467
2017-04-30,,,,4.57,3.87,2.25217,4.4,100.0082,,,-0.7000000000000002,-0.11948059736378391
2017-05-31,,,,4.55,3.85,2.155911,4.4,100.1286,,,-0.6999999999999997,-0.17614269789220505
2017-06-30,,,,4.37,3.68,2.13853,4.3,100.3233,,,-0.69,-0.18335997100433798
2017-07-31,,,,4.39,3.7,2.146769,4.3,100.0947,,,-0.6899999999999995,-0.18221612147916
2017-08-31,,,,4.31,3.63,2.089832,4.4,99.6642,,,-0.6799999999999997,-0.26457943313968724
2017-09-30,,,,4.3,3.63,2.106697,4.3,99.7686,,,-0.6699999999999999,-0.22266190429966048
2017-10-31,,,,4.32,3.6,2.192819,4.2,100.9981,,,-0.7200000000000002,-0.1349029315340422
2017-11-30,,,,4.27,3.57,2.115031,4.2,101.2597,,,-0.6999999999999997,-0.17748888931698847
2017-12-31,,,,4.22,3.51,2.125472,4.1,101.4573,,,-0.71,-0.19957104106457035
2018-01-31,,,,4.26,3.55,2.166305,4.0,101.3939,,,-0.71,-0.2058902172703191
2018-02-28,,,,4.51,3.82,2.131896,4.1,101.7656,,,-0.69,-0.22673576618478353
2018-03-31,,,,4.64,3.87,2.369197,4.0,102.2441,,,-0.7699999999999996,-0.0349009127196499
2018-04-30,,,,4.67,3.85,2.493423,4.0,103.3468,,,-0.8199999999999998,0.10176226935544264
2018-05-31,,,,4.83,4.0,2.544991,3.8,102.3911,,,-0.8300000000000001,0.16591374160417816
2018-06-30,,,,4.83,3.96,2.553219,4.0,103.1924,,,-0.8700000000000001,0.17723623890284324
2018-07-31,,,,4.79,3.87,2.519634,3.8,103.3334,,,-0.9199999999999999,0.1601497317606312
2018-08-31,,,,4.77,3.88,2.432878,3.8,104.0807,,,-0.8899999999999997,0.15199123871808617
2018-09-30,,,,4.88,3.98,2.461933,3.7,104.1181,,,-0.8999999999999999,0.1558254956233499
2018-10-31,,,,5.07,4.14,2.414988,3.8,103.9397,,,-0.9300000000000006,0.0965063874582861
2018-11-30,,,,5.22,4.22,2.476794,3.8,104.0007,,,-1.0,0.1578955123284892
2018-12-31,2.69,2.51,2.63,,,,,,0.06000000000000005,0.30000000000000027,,
2019-01-31,2.63,2.43,2.55,,,,,,0.08000000000000007,0.3199999999999994,,
2019-02-28,2.73,2.52,2.54,,,,,,0.18999999999999995,0.22999999999999998,,
2019-03-31,2.41,2.23,2.4,,,,,,0.010000000000000231,0.3500000000000001,,
2019-04-30,2.51,2.28,2.39,,,,,,0.11999999999999966,0.3400000000000003,,
2019-05-31,2.14,1.93,2.21,,,,,,-0.06999999999999984,0.4900000000000002,,
2019-06-30,2.0,1.76,1.92,,,,,,0.08000000000000007,0.3999999999999999,,
2019-07-31,2.02,1.84,2.0,,,,,,0.020000000000000018,0.33999999999999986,,
2019-08-31,1.5,1.39,1.76,,,,,,-0.26,0.4800000000000002,,
2019-09-30,1.68,1.55,1.75,,,,,,-0.07000000000000006,0.32999999999999985,,
2019-10-31,1.69,1.51,1.53,,,,,,0.15999999999999992,0.19999999999999996,,
2019-11-30,1.78,1.62,1.6,,,,,,0.17999999999999994,0.1399999999999999,,
2019-12-31,1.92,1.69,1.59,,,,,,0.32999999999999985,0.13000000000000012,,
2020-01-31,1.51,1.32,1.45,,,,,,0.06000000000000005,0.31999999999999984,,
2020-02-29,1.13,0.89,0.97,,,,,,0.15999999999999992,0.31999999999999984,,
2020-03-31,0.7,0.37,0.17,,,,,,0.5299999999999999,0.12999999999999998,,
2020-04-30,0.64,0.36,0.16,,,,,,0.48,0.08000000000000004,,
2020-05-31,0.65,0.3,0.17,,,,,,0.48,0.22000000000000006,,
2020-06-30,0.66,0.29,0.16,,,,,,0.5,0.24000000000000007,,
2020-07-31,0.55,0.21,0.11,,,,,,0.44000000000000006,0.24000000000000005,,
2020-08-31,0.72,0.28,0.12,,,,,,0.6,0.2799999999999999,,
2020-09-30,0.69,0.28,0.12,,,,,,0.57,0.2499999999999999,,
2020-10-31,0.88,0.38,0.13,,,,,,0.75,0.25,,
2020-11-30,0.84,0.36,0.11,,,,,,0.73,0.22999999999999998,,
2020-12-31,0.93,0.36,0.1,,,,,,0.8300000000000001,0.31000000000000005,,
2021-01-31,1.11,0.45,0.1,,,,,,1.01,0.31000000000000005,,
2021-02-28,1.44,0.75,0.08,,,,,,1.3599999999999999,0.01999999999999995,,
2021-03-31,1.74,0.92,0.07,,,,,,1.67,-0.030000000000000082,,
2021-04-30,1.65,0.86,0.05,,,,,,1.5999999999999999,-0.02000000000000006,,
2021-05-31,,,,,,,,,,,,
2021-06-30,1.45,0.87,0.07,,,,,,1.38,-0.22000000000000003,,
2021-07-31,1.24,0.69,0.07,,,,,,1.17,-0.0699999999999999,,
2021-08-31,1.3,0.77,0.07,,,,,,1.23,-0.16999999999999998,,
2021-09-30,1.52,0.98,0.09,,,,,,1.43,-0.35,,
2021-10-31,1.55,1.18,0.15,,,,,,1.4000000000000001,-0.6599999999999998,,
2021-11-30,1.43,1.14,0.24,,,,,,1.19,-0.6099999999999999,,
2021-12-31,1.52,1.26,0.39,,,,,,1.13,-0.61,,
2022-01-31,1.79,1.62,0.78,,,,,,1.01,-0.6700000000000002,,
2022-02-28,1.83,1.71,1.01,,,,,,0.8200000000000001,-0.5799999999999998,,
2022-03-31,2.32,2.42,1.63,,,,,,0.69,-0.8900000000000001,,
2022-04-30,2.89,2.92,2.1,,,,,,0.79,-0.8499999999999996,,
2022-05-31,2.85,2.81,2.08,,,,,,0.77,-0.69,,
2022-06-30,2.98,3.01,2.8,,,,,,0.18000000000000016,-0.23999999999999977,,
2022-07-31,2.67,2.7,2.98,,,,,,-0.31000000000000005,0.24999999999999956,,
2022-08-31,3.15,3.3,3.5,,,,,,-0.3500000000000001,0.050000000000000266,,
2022-09-30,3.83,4.06,4.05,,,,,,-0.21999999999999975,-0.23999999999999932,,
2022-10-31,4.1,4.27,4.66,,,,,,-0.5600000000000005,0.22000000000000064,,
2022-11-30,3.68,3.82,4.74,,,,,,-1.06,0.7800000000000007,,
2022-12-31,3.88,3.99,4.73,,,,,,-0.8500000000000005,0.6299999999999999,,
2023-01-31,3.52,3.63,4.68,,,,,,-1.1599999999999997,0.94,,
2023-02-28,3.92,4.18,5.02,,,,,,-1.0999999999999996,0.5800000000000001,,
2023-03-31,3.48,3.6,4.64,,,,,,-1.1599999999999997,0.9199999999999995,,
2023-04-30,3.44,3.51,4.8,,,,,,-1.3599999999999999,1.2200000000000002,,
2023-05-31,3.64,3.74,5.18,,,,,,-1.5399999999999996,1.3399999999999994,,
2023-06-30,3.81,4.13,5.4,,,,,,-1.5900000000000003,0.9500000000000011,,
2023-07-31,3.97,4.18,5.37,,,,,,-1.4,0.9800000000000013,,
2023-08-31,4.09,4.23,5.37,,,,,,-1.2800000000000002,0.9999999999999991,,
2023-09-30,4.59,4.6,5.46,,,,,,-0.8700000000000001,0.8500000000000005,,
2023-10-31,4.88,4.82,5.44,,,,,,-0.5600000000000005,0.6799999999999997,,
2023-11-30,4.37,4.31,5.16,,,,,,-0.79,0.910000000000001,,
2023-12-31,3.84,3.83,4.82,,,,,,-0.9800000000000004,1.0,,
